week_start,employee_id,employee_name,team,supervisor,calls_handled,sales_count,sales_revenue_rub,ai_errors_detected,supervisor_rejected_errors,recommendations_sent,recommendations_completed,training_minutes,qa_score,adherence_score,sales_per_call,rejection_rate,recommendation_uptake
2025-03-10,CC043,Алина Петрова #43,МСП,Анастасия К.,198,33,514561.22,21,8,13,8,40,88.8,0.79,2598.79404040404,0.38095238095238093,0.6153846153846154
2025-03-10,CC044,Владислав Морозов #44,Ипотека,Денис С.,231,39,661654.75,23,8,15,9,46,85.9,0.768,2864.306277056277,0.34782608695652173,0.6
2025-03-10,CC045,София Кузнецова #45,Удержание,Роман М.,211,36,632869.9,21,8,13,9,50,87.6,0.756,2999.383412322275,0.38095238095238093,0.6923076923076923
2025-03-10,CC046,Юлия Иванова #46,Продажи карт,Елена П.,266,40,779172.0,19,7,12,6,31,75.7,0.665,2929.218045112782,0.3684210526315789,0.5
2025-03-10,CC047,Никита Федоров #47,МСП,Анастасия К.,224,36,713716.83,19,6,13,8,45,84.9,0.768,3186.2358482142854,0.3157894736842105,0.6153846153846154
2025-03-10,CC048,Артем Белов #48,Ипотека,Денис С.,227,32,557674.68,22,7,15,10,34,83.7,0.799,2456.716651982379,0.3181818181818182,0.6666666666666666
2025-03-17,CC001,Ирина Волкова #1,Удержание,Роман М.,243,40,654557.13,15,6,9,6,38,85.0,0.781,2693.6507407407407,0.4,0.6666666666666666
2025-03-17,CC002,Максим Соколов #2,Продажи карт,Елена П.,182,25,394928.26,15,6,9,6,40,86.0,0.778,2169.9354945054947,0.4,0.6666666666666666
2025-03-17,CC003,Алина Петрова #3,МСП,Анастасия К.,225,35,720764.67,16,6,10,6,39,84.8,0.733,3203.3985333333335,0.375,0.6
2025-03-17,CC004,Владислав Морозов #4,Ипотека,Денис С.,250,32,677720.56,12,4,8,4,51,86.6,0.733,2710.8822400000004,0.3333333333333333,0.5
2025-03-17,CC005,София Кузнецова #5,Удержание,Роман М.,218,32,507126.33,16,6,10,5,47,90.7,0.778,2326.2675688073396,0.375,0.5
2025-03-17,CC006,Юлия Иванова #6,Продажи карт,Елена П.,210,30,542298.42,16,6,10,6,36,89.3,0.771,2582.3734285714286,0.375,0.6
2025-03-17,CC007,Никита Федоров #7,МСП,Анастасия К.,253,35,660709.52,18,6,12,8,32,83.1,0.715,2611.5000790513836,0.3333333333333333,0.6666666666666666
2025-03-17,CC008,Артем Белов #8,Ипотека,Денис С.,218,35,578607.92,18,7,11,7,44,80.7,0.719,2654.164770642202,0.3888888888888889,0.6363636363636364
2025-03-17,CC009,Кристина Орлова #9,Удержание,Роман М.,217,33,540328.78,22,8,14,10,34,82.4,0.746,2489.9943778801844,0.36363636363636365,0.7142857142857143
2025-03-17,CC010,Денис Макаров #10,Продажи карт,Елена П.,251,39,702008.77,24,7,17,10,40,80.9,0.784,2796.847689243028,0.2916666666666667,0.5882352941176471
2025-03-17,CC011,Ирина Волкова #11,МСП,Анастасия К.,237,33,531378.5,20,5,15,10,39,88.3,0.753,2242.103375527426,0.25,0.6666666666666666
2025-03-17,CC012,Максим Соколов #12,Ипотека,Денис С.,215,31,600361.78,27,9,18,11,39,82.9,0.748,2792.380372093023,0.3333333333333333,0.6111111111111112
2025-03-17,CC013,Алина Петрова #13,Удержание,Роман М.,238,32,479753.74,22,7,15,9,45,82.6,0.727,2015.7720168067226,0.3181818181818182,0.6
2025-03-17,CC014,Владислав Морозов #14,Продажи карт,Елена П.,263,39,489944.92,21,7,14,9,35,82.5,0.732,1862.9084410646387,0.3333333333333333,0.6428571428571429
2025-03-17,CC015,София Кузнецова #15,МСП,Анастасия К.,238,33,635328.03,24,8,16,9,47,84.6,0.776,2669.4455042016807,0.3333333333333333,0.5625
2025-03-17,CC016,Юлия Иванова #16,Ипотека,Денис С.,273,43,860074.24,17,7,10,6,51,89.5,0.768,3150.4550915750915,0.4117647058823529,0.6
2025-03-17,CC017,Никита Федоров #17,Удержание,Роман М.,259,44,695459.54,16,6,10,6,49,83.4,0.732,2685.1719691119692,0.375,0.6
2025-03-17,CC018,Артем Белов #18,Продажи карт,Елена П.,223,34,464015.47,28,8,20,11,31,80.8,0.7,2080.786860986547,0.2857142857142857,0.55
2025-03-17,CC019,Кристина Орлова #19,МСП,Анастасия К.,217,33,448403.56,24,6,18,10,45,85.3,0.775,2066.375852534562,0.25,0.5555555555555556
2025-03-17,CC020,Денис Макаров #20,Ипотека,Денис С.,237,35,681741.41,23,8,15,9,32,82.4,0.771,2876.5460337552745,0.34782608695652173,0.6
2025-03-17,CC021,Ирина Волкова #21,Удержание,Роман М.,199,32,673571.41,16,6,10,6,32,82.8,0.718,3384.7809547738693,0.375,0.6
2025-03-17,CC022,Максим Соколов #22,Продажи карт,Елена П.,219,37,598005.93,23,9,14,8,34,85.6,0.738,2730.620684931507,0.391304347826087,0.5714285714285714
2025-03-17,CC023,Алина Петрова #23,МСП,Анастасия К.,220,33,598102.52,22,5,17,10,43,82.9,0.761,2718.6478181818184,0.22727272727272727,0.5882352941176471
2025-03-17,CC024,Владислав Морозов #24,Ипотека,Денис С.,222,37,568619.89,17,6,11,7,43,89.7,0.792,2561.350855855856,0.35294117647058826,0.6363636363636364
2025-03-17,CC025,София Кузнецова #25,Удержание,Роман М.,277,41,645337.96,14,4,10,6,37,86.4,0.734,2329.739927797834,0.2857142857142857,0.6
2025-03-17,CC026,Юлия Иванова #26,Продажи карт,Елена П.,224,33,712421.43,17,6,11,7,39,85.7,0.754,3180.4528125,0.35294117647058826,0.6363636363636364
2025-03-17,CC027,Никита Федоров #27,МСП,Анастасия К.,253,43,907774.63,21,7,14,8,37,83.8,0.738,3588.0420158102766,0.3333333333333333,0.5714285714285714
2025-03-17,CC028,Артем Белов #28,Ипотека,Денис С.,250,40,658609.23,17,6,11,7,37,85.2,0.747,2634.43692,0.35294117647058826,0.6363636363636364
2025-03-17,CC029,Кристина Орлова #29,Удержание,Роман М.,235,34,723531.0,19,6,13,9,43,91.1,0.825,3078.8553191489364,0.3157894736842105,0.6923076923076923
2025-03-17,CC030,Денис Макаров #30,Продажи карт,Елена П.,213,29,397437.98,15,5,10,7,43,89.1,0.758,1865.9060093896712,0.3333333333333333,0.7
2025-03-17,CC031,Ирина Волкова #31,МСП,Анастасия К.,263,38,629654.4,18,6,12,8,48,83.9,0.777,2394.12319391635,0.3333333333333333,0.6666666666666666
2025-03-17,CC032,Максим Соколов #32,Ипотека,Денис С.,210,31,464836.2,22,8,14,9,42,86.0,0.751,2213.5057142857145,0.36363636363636365,0.6428571428571429
2025-03-17,CC033,Алина Петрова #33,Удержание,Роман М.,278,43,762779.79,14,5,9,6,46,88.5,0.768,2743.8121942446046,0.35714285714285715,0.6666666666666666
2025-03-17,CC034,Владислав Морозов #34,Продажи карт,Елена П.,233,35,584927.34,23,8,15,9,41,91.9,0.786,2510.4177682403433,0.34782608695652173,0.6
2025-03-17,CC035,София Кузнецова #35,МСП,Анастасия К.,192,26,450514.52,22,7,15,9,57,77.6,0.706,2346.429791666667,0.3181818181818182,0.6
2025-03-17,CC036,Юлия Иванова #36,Ипотека,Денис С.,236,38,742530.61,18,6,12,7,49,86.5,0.739,3146.3161440677964,0.3333333333333333,0.5833333333333334
2025-03-17,CC037,Никита Федоров #37,Удержание,Роман М.,188,28,560622.16,18,7,11,7,46,82.1,0.724,2982.032765957447,0.3888888888888889,0.6363636363636364
2025-03-17,CC038,Артем Белов #38,Продажи карт,Елена П.,231,34,671875.66,17,6,11,7,48,84.4,0.75,2908.552640692641,0.35294117647058826,0.6363636363636364
2025-03-17,CC039,Кристина Орлова #39,МСП,Анастасия К.,205,31,436735.06,23,8,15,9,44,83.6,0.759,2130.414926829268,0.34782608695652173,0.6
2025-03-17,CC040,Денис Макаров #40,Ипотека,Денис С.,232,38,756732.72,16,5,11,6,43,84.9,0.75,3261.7789655172414,0.3125,0.5454545454545454
2025-03-17,CC041,Ирина Волкова #41,Удержание,Роман М.,195,28,404587.16,27,10,17,10,37,81.3,0.743,2074.8059487179485,0.37037037037037035,0.5882352941176471
2025-03-17,CC042,Максим Соколов #42,Продажи карт,Елена П.,184,30,636596.14,22,8,14,10,35,82.1,0.763,3459.7616304347825,0.36363636363636365,0.7142857142857143
2025-03-17,CC043,Алина Петрова #43,МСП,Анастасия К.,190,28,593302.22,14,4,10,5,38,84.5,0.778,3122.6432631578946,0.2857142857142857,0.5
2025-03-17,CC044,Владислав Морозов #44,Ипотека,Денис С.,246,39,685847.74,16,5,11,6,48,84.5,0.724,2787.9989430894307,0.3125,0.5454545454545454
2025-03-17,CC045,София Кузнецова #45,Удержание,Роман М.,260,38,655542.75,18,7,11,6,46,79.5,0.69,2521.318269230769,0.3888888888888889,0.5454545454545454
2025-03-17,CC046,Юлия Иванова #46,Продажи карт,Елена П.,235,39,535308.19,11,4,7,4,55,85.7,0.76,2277.9071914893616,0.36363636363636365,0.5714285714285714
2025-03-17,CC047,Никита Федоров #47,МСП,Анастасия К.,244,37,857440.98,14,5,9,6,43,88.9,0.797,3514.10237704918,0.35714285714285715,0.6666666666666666
2025-03-17,CC048,Артем Белов #48,Ипотека,Денис С.,188,29,488361.95,17,6,11,7,36,82.7,0.751,2597.6699468085108,0.35294117647058826,0.6363636363636364
2025-03-24,CC001,Ирина Волкова #1,Удержание,Роман М.,213,33,663293.01,19,7,12,8,41,88.9,0.799,3114.051690140845,0.3684210526315789,0.6666666666666666
2025-03-24,CC002,Максим Соколов #2,Продажи карт,Елена П.,204,32,621586.53,17,6,11,6,43,87.7,0.741,3046.992794117647,0.35294117647058826,0.5454545454545454
2025-03-24,CC003,Алина Петрова #3,МСП,Анастасия К.,274,42,774868.06,21,8,13,8,36,83.9,0.746,2827.985620437956,0.38095238095238093,0.6153846153846154
2025-03-24,CC004,Владислав Морозов #4,Ипотека,Денис С.,200,31,530038.81,24,7,17,10,46,86.3,0.716,2650.19405,0.2916666666666667,0.5882352941176471
2025-03-24,CC005,София Кузнецова #5,Удержание,Роман М.,286,38,703488.1,20,5,15,9,43,88.2,0.787,2459.7486013986013,0.25,0.6
2025-03-24,CC006,Юлия Иванова #6,Продажи карт,Елена П.,216,33,617269.02,17,5,12,7,44,86.4,0.742,2857.7269444444446,0.29411764705882354,0.5833333333333334
2025-03-24,CC007,Никита Федоров #7,МСП,Анастасия К.,171,26,437078.08,22,7,15,9,48,84.7,0.781,2556.01216374269,0.3181818181818182,0.6
2025-03-24,CC008,Артем Белов #8,Ипотека,Денис С.,195,34,557251.51,16,6,10,8,43,78.4,0.745,2857.7000512820514,0.375,0.8
2025-03-24,CC009,Кристина Орлова #9,Удержание,Роман М.,239,34,550576.53,22,6,16,9,43,80.9,0.718,2303.667489539749,0.2727272727272727,0.5625
2025-03-24,CC010,Денис Макаров #10,Продажи карт,Елена П.,239,40,974317.12,20,5,15,10,51,86.2,0.738,4076.640669456067,0.25,0.6666666666666666
2025-03-24,CC011,Ирина Волкова #11,МСП,Анастасия К.,265,37,582174.99,22,8,14,9,49,83.3,0.751,2196.886754716981,0.36363636363636365,0.6428571428571429
2025-03-24,CC012,Максим Соколов #12,Ипотека,Денис С.,289,44,740709.84,21,7,14,9,39,88.6,0.811,2563.0098269896193,0.3333333333333333,0.6428571428571429
2025-03-24,CC013,Алина Петрова #13,Удержание,Роман М.,227,36,585686.99,21,7,14,9,39,85.3,0.759,2580.118898678414,0.3333333333333333,0.6428571428571429
2025-03-24,CC014,Владислав Морозов #14,Продажи карт,Елена П.,236,41,678033.63,23,8,15,10,42,89.1,0.773,2873.0238559322033,0.34782608695652173,0.6666666666666666
2025-03-24,CC015,София Кузнецова #15,МСП,Анастасия К.,234,34,455322.66,13,3,10,7,50,89.8,0.779,1945.8233333333333,0.23076923076923078,0.7
2025-03-24,CC016,Юлия Иванова #16,Ипотека,Денис С.,250,38,540907.61,14,5,9,6,48,87.6,0.799,2163.63044,0.35714285714285715,0.6666666666666666
2025-03-24,CC017,Никита Федоров #17,Удержание,Роман М.,241,35,592906.7,15,5,10,6,48,89.6,0.756,2460.1937759336097,0.3333333333333333,0.6
2025-03-24,CC018,Артем Белов #18,Продажи карт,Елена П.,211,36,674022.44,21,5,16,10,47,90.3,0.79,3194.419146919431,0.23809523809523808,0.625
2025-03-24,CC019,Кристина Орлова #19,МСП,Анастасия К.,259,42,626573.78,21,8,13,8,43,82.7,0.736,2419.203783783784,0.38095238095238093,0.6153846153846154
2025-03-24,CC020,Денис Макаров #20,Ипотека,Денис С.,233,36,569867.52,15,4,11,6,46,84.3,0.765,2445.783347639485,0.26666666666666666,0.5454545454545454
2025-03-24,CC021,Ирина Волкова #21,Удержание,Роман М.,227,35,814236.31,21,8,13,8,37,85.9,0.733,3586.9440969162997,0.38095238095238093,0.6153846153846154
2025-03-24,CC022,Максим Соколов #22,Продажи карт,Елена П.,197,31,575344.22,23,7,16,10,45,83.5,0.749,2920.529035532995,0.30434782608695654,0.625
2025-03-24,CC023,Алина Петрова #23,МСП,Анастасия К.,256,42,980207.48,17,6,11,7,61,81.6,0.759,3828.93546875,0.35294117647058826,0.6363636363636364
2025-03-24,CC024,Владислав Морозов #24,Ипотека,Денис С.,239,35,719413.4,17,6,11,8,45,87.7,0.781,3010.097907949791,0.35294117647058826,0.7272727272727273
2025-03-24,CC025,София Кузнецова #25,Удержание,Роман М.,204,32,503407.98,22,7,15,10,39,87.2,0.769,2467.686176470588,0.3181818181818182,0.6666666666666666
2025-03-24,CC026,Юлия Иванова #26,Продажи карт,Елена П.,233,34,832162.99,16,5,11,7,51,85.0,0.728,3571.5149785407725,0.3125,0.6363636363636364
2025-03-24,CC027,Никита Федоров #27,МСП,Анастасия К.,250,39,647702.14,19,5,14,9,42,89.3,0.782,2590.80856,0.2631578947368421,0.6428571428571429
2025-03-24,CC028,Артем Белов #28,Ипотека,Денис С.,231,34,777675.86,14,4,10,7,42,87.5,0.769,3366.5621645021643,0.2857142857142857,0.7
2025-03-24,CC029,Кристина Орлова #29,Удержание,Роман М.,225,34,594805.04,16,4,12,9,53,88.7,0.746,2643.577955555556,0.25,0.75
2025-03-24,CC030,Денис Макаров #30,Продажи карт,Елена П.,235,34,489238.85,12,4,8,5,39,82.6,0.745,2081.8674468085105,0.3333333333333333,0.625
2025-03-24,CC031,Ирина Волкова #31,МСП,Анастасия К.,254,37,534259.29,16,6,10,6,42,84.9,0.784,2103.3830314960633,0.375,0.6
2025-03-24,CC032,Максим Соколов #32,Ипотека,Денис С.,258,41,699835.96,21,8,13,8,45,85.9,0.746,2712.542480620155,0.38095238095238093,0.6153846153846154
2025-03-24,CC033,Алина Петрова #33,Удержание,Роман М.,251,43,696459.64,28,7,21,13,47,84.6,0.715,2774.7396015936256,0.25,0.6190476190476191
2025-03-24,CC034,Владислав Морозов #34,Продажи карт,Елена П.,235,37,652221.05,15,5,10,6,50,81.6,0.755,2775.4087234042554,0.3333333333333333,0.6
2025-03-24,CC035,София Кузнецова #35,МСП,Анастасия К.,261,43,759185.19,21,6,15,10,34,93.2,0.814,2908.755517241379,0.2857142857142857,0.6666666666666666
2025-03-24,CC036,Юлия Иванова #36,Ипотека,Денис С.,256,36,641608.23,20,5,15,8,46,84.8,0.728,2506.2821484375,0.25,0.5333333333333333
2025-03-24,CC037,Никита Федоров #37,Удержание,Роман М.,238,34,708532.49,20,6,14,9,37,83.9,0.746,2977.027268907563,0.3,0.6428571428571429
2025-03-24,CC038,Артем Белов #38,Продажи карт,Елена П.,258,34,664471.11,22,8,14,9,50,85.0,0.778,2575.4694186046513,0.36363636363636365,0.6428571428571429
2025-03-24,CC039,Кристина Орлова #39,МСП,Анастасия К.,234,34,521824.16,17,4,13,9,52,85.2,0.751,2230.0177777777776,0.23529411764705882,0.6923076923076923
2025-03-24,CC040,Денис Макаров #40,Ипотека,Денис С.,220,33,523444.67,20,7,13,7,38,84.7,0.743,2379.2939545454547,0.35,0.5384615384615384
2025-03-24,CC041,Ирина Волкова #41,Удержание,Роман М.,220,38,661310.28,16,5,11,8,53,97.7,0.827,3005.9558181818184,0.3125,0.7272727272727273
2025-03-24,CC042,Максим Соколов #42,Продажи карт,Елена П.,269,43,816435.76,22,6,16,11,46,80.2,0.781,3035.0771747211897,0.2727272727272727,0.6875
2025-03-24,CC043,Алина Петрова #43,МСП,Анастасия К.,234,36,644700.33,19,6,13,9,49,84.4,0.73,2755.129615384615,0.3157894736842105,0.6923076923076923
2025-03-24,CC044,Владислав Морозов #44,Ипотека,Денис С.,245,36,594528.21,15,4,11,7,44,87.4,0.758,2426.6457551020408,0.26666666666666666,0.6363636363636364
2025-03-24,CC045,София Кузнецова #45,Удержание,Роман М.,230,33,651534.12,22,6,16,10,44,86.3,0.735,2832.757043478261,0.2727272727272727,0.625
2025-03-24,CC046,Юлия Иванова #46,Продажи карт,Елена П.,251,38,810066.64,18,6,12,8,55,85.6,0.765,3227.3571314741034,0.3333333333333333,0.6666666666666666
2025-03-24,CC047,Никита Федоров #47,МСП,Анастасия К.,244,33,666269.44,19,6,13,8,50,89.3,0.771,2730.612459016393,0.3157894736842105,0.6153846153846154
2025-03-24,CC048,Артем Белов #48,Ипотека,Денис С.,241,40,736424.73,18,5,13,8,39,81.4,0.682,3055.704273858921,0.2777777777777778,0.6153846153846154
2025-03-31,CC001,Ирина Волкова #1,Удержание,Роман М.,230,36,491161.25,25,7,18,11,43,90.0,0.796,2135.483695652174,0.28,0.6111111111111112
2025-03-31,CC002,Максим Соколов #2,Продажи карт,Елена П.,212,30,533486.63,13,3,10,6,46,84.4,0.757,2516.446367924528,0.23076923076923078,0.6
2025-03-31,CC003,Алина Петрова #3,МСП,Анастасия К.,203,34,688065.75,17,5,12,8,49,90.5,0.801,3389.4864532019706,0.29411764705882354,0.6666666666666666
2025-03-31,CC004,Владислав Морозов #4,Ипотека,Денис С.,168,26,612997.95,18,6,12,7,44,88.4,0.809,3648.797321428571,0.3333333333333333,0.5833333333333334
2025-03-31,CC005,София Кузнецова #5,Удержание,Роман М.,245,39,732589.33,27,9,18,11,44,80.2,0.735,2990.1605306122447,0.3333333333333333,0.6111111111111112
2025-03-31,CC006,Юлия Иванова #6,Продажи карт,Елена П.,235,37,859246.22,17,5,12,9,41,84.8,0.784,3656.366893617021,0.29411764705882354,0.75
2025-03-31,CC007,Никита Федоров #7,МСП,Анастасия К.,225,35,448607.26,16,5,11,7,34,86.2,0.798,1993.8100444444444,0.3125,0.6363636363636364
2025-03-31,CC008,Артем Белов #8,Ипотека,Денис С.,220,36,651603.42,19,5,14,10,40,86.6,0.79,2961.8337272727276,0.2631578947368421,0.7142857142857143
2025-03-31,CC009,Кристина Орлова #9,Удержание,Роман М.,202,35,634452.08,30,10,20,12,48,89.3,0.804,3140.8518811881186,0.3333333333333333,0.6
2025-03-31,CC010,Денис Макаров #10,Продажи карт,Елена П.,276,42,720563.71,13,5,8,4,48,84.0,0.802,2610.7380797101446,0.38461538461538464,0.5
2025-03-31,CC011,Ирина Волкова #11,МСП,Анастасия К.,232,34,677262.96,16,4,12,9,38,88.3,0.793,2919.236896551724,0.25,0.75
2025-03-31,CC012,Максим Соколов #12,Ипотека,Денис С.,224,33,726212.34,13,4,9,6,45,88.4,0.807,3242.019375,0.3076923076923077,0.6666666666666666
2025-03-31,CC013,Алина Петрова #13,Удержание,Роман М.,238,37,681841.85,18,5,13,9,42,88.6,0.775,2864.8817226890756,0.2777777777777778,0.6923076923076923
2025-03-31,CC014,Владислав Морозов #14,Продажи карт,Елена П.,177,29,546356.55,19,6,13,8,48,91.4,0.774,3086.7601694915256,0.3157894736842105,0.6153846153846154
2025-03-31,CC015,София Кузнецова #15,МСП,Анастасия К.,225,35,537007.84,17,5,12,7,53,87.9,0.79,2386.701511111111,0.29411764705882354,0.5833333333333334
2025-03-31,CC016,Юлия Иванова #16,Ипотека,Денис С.,254,43,727308.66,21,7,14,9,38,88.4,0.772,2863.419921259843,0.3333333333333333,0.6428571428571429
2025-03-31,CC017,Никита Федоров #17,Удержание,Роман М.,240,36,597932.06,19,6,13,7,45,89.6,0.772,2491.3835833333337,0.3157894736842105,0.5384615384615384
2025-03-31,CC018,Артем Белов #18,Продажи карт,Елена П.,231,36,493527.28,13,4,9,6,38,93.0,0.824,2136.4817316017316,0.3076923076923077,0.6666666666666666
2025-03-31,CC019,Кристина Орлова #19,МСП,Анастасия К.,222,34,723988.49,11,4,7,5,52,88.2,0.812,3261.2094144144144,0.36363636363636365,0.7142857142857143
2025-03-31,CC020,Денис Макаров #20,Ипотека,Денис С.,232,37,471186.57,19,6,13,8,52,81.5,0.732,2030.9765948275863,0.3157894736842105,0.6153846153846154
2025-03-31,CC021,Ирина Волкова #21,Удержание,Роман М.,291,43,757700.44,20,6,14,10,43,89.4,0.759,2603.7815807560137,0.3,0.7142857142857143
2025-03-31,CC022,Максим Соколов #22,Продажи карт,Елена П.,212,34,462998.71,11,3,8,5,44,84.6,0.762,2183.9561792452832,0.2727272727272727,0.625
2025-03-31,CC023,Алина Петрова #23,МСП,Анастасия К.,261,41,927155.59,15,6,9,5,35,84.5,0.715,3552.3202681992334,0.4,0.5555555555555556
2025-03-31,CC024,Владислав Морозов #24,Ипотека,Денис С.,223,33,622721.55,17,6,11,8,46,91.7,0.782,2792.4733183856506,0.35294117647058826,0.7272727272727273
2025-03-31,CC025,София Кузнецова #25,Удержание,Роман М.,217,32,572766.04,17,5,12,7,52,90.0,0.766,2639.4748387096774,0.29411764705882354,0.5833333333333334
2025-03-31,CC026,Юлия Иванова #26,Продажи карт,Елена П.,221,36,726968.25,21,7,14,9,45,92.2,0.821,3289.4490950226245,0.3333333333333333,0.6428571428571429
2025-03-31,CC027,Никита Федоров #27,МСП,Анастасия К.,255,44,657868.55,26,8,18,12,60,84.7,0.799,2579.876666666667,0.3076923076923077,0.6666666666666666
2025-03-31,CC028,Артем Белов #28,Ипотека,Денис С.,187,31,428804.4,18,6,12,8,29,90.1,0.793,2293.0716577540106,0.3333333333333333,0.6666666666666666
2025-03-31,CC029,Кристина Орлова #29,Удержание,Роман М.,239,35,629204.12,17,5,12,8,49,92.8,0.838,2632.653221757322,0.29411764705882354,0.6666666666666666
2025-03-31,CC030,Денис Макаров #30,Продажи карт,Елена П.,229,38,617652.59,13,4,9,5,48,87.3,0.764,2697.1728820960698,0.3076923076923077,0.5555555555555556
2025-03-31,CC031,Ирина Волкова #31,МСП,Анастасия К.,233,36,504720.36,21,6,15,9,52,85.8,0.759,2166.181802575107,0.2857142857142857,0.6
2025-03-31,CC032,Максим Соколов #32,Ипотека,Денис С.,190,26,458586.96,13,3,10,7,39,85.8,0.764,2413.6155789473687,0.23076923076923078,0.7
2025-03-31,CC033,Алина Петрова #33,Удержание,Роман М.,257,45,869305.75,22,8,14,9,40,82.6,0.759,3382.5126459143967,0.36363636363636365,0.6428571428571429
2025-03-31,CC034,Владислав Морозов #34,Продажи карт,Елена П.,220,38,745350.1,20,6,14,10,41,86.6,0.839,3387.955,0.3,0.7142857142857143
2025-03-31,CC035,София Кузнецова #35,МСП,Анастасия К.,222,33,636246.27,12,4,8,5,35,85.4,0.768,2865.9741891891895,0.3333333333333333,0.625
2025-03-31,CC036,Юлия Иванова #36,Ипотека,Денис С.,247,34,646065.66,18,5,13,7,40,85.2,0.692,2615.65044534413,0.2777777777777778,0.5384615384615384
2025-03-31,CC037,Никита Федоров #37,Удержание,Роман М.,235,30,430818.71,13,4,9,5,62,89.2,0.798,1833.2711063829788,0.3076923076923077,0.5555555555555556
2025-03-31,CC038,Артем Белов #38,Продажи карт,Елена П.,248,36,642699.74,23,6,17,10,39,83.8,0.74,2591.531209677419,0.2608695652173913,0.5882352941176471
2025-03-31,CC039,Кристина Орлова #39,МСП,Анастасия К.,240,38,723788.62,12,3,9,6,37,93.2,0.828,3015.7859166666667,0.25,0.6666666666666666
2025-03-31,CC040,Денис Макаров #40,Ипотека,Денис С.,250,39,666372.12,20,6,14,10,47,88.7,0.805,2665.48848,0.3,0.7142857142857143
2025-03-31,CC041,Ирина Волкова #41,Удержание,Роман М.,177,30,513228.11,20,7,13,7,43,84.5,0.739,2899.5938418079095,0.35,0.5384615384615384
2025-03-31,CC042,Максим Соколов #42,Продажи карт,Елена П.,207,30,440269.7,28,10,18,11,46,92.2,0.85,2126.906763285024,0.35714285714285715,0.6111111111111112
2025-03-31,CC043,Алина Петрова #43,МСП,Анастасия К.,188,28,469461.0,13,4,9,6,45,90.6,0.781,2497.1329787234044,0.3076923076923077,0.6666666666666666
2025-03-31,CC044,Владислав Морозов #44,Ипотека,Денис С.,204,28,384181.87,19,6,13,9,43,84.3,0.751,1883.2444607843138,0.3157894736842105,0.6923076923076923
2025-03-31,CC045,София Кузнецова #45,Удержание,Роман М.,208,33,544796.75,22,8,14,8,56,86.9,0.773,2619.215144230769,0.36363636363636365,0.5714285714285714
2025-03-31,CC046,Юлия Иванова #46,Продажи карт,Елена П.,219,37,617920.33,20,6,14,9,47,88.9,0.816,2821.55401826484,0.3,0.6428571428571429
2025-03-31,CC047,Никита Федоров #47,МСП,Анастасия К.,232,34,477136.82,22,6,16,10,44,84.1,0.759,2056.624224137931,0.2727272727272727,0.625
2025-03-31,CC048,Артем Белов #48,Ипотека,Денис С.,249,37,624771.32,20,8,12,7,46,82.5,0.739,2509.1217670682727,0.4,0.5833333333333334
2025-04-07,CC001,Ирина Волкова #1,Удержание,Роман М.,212,35,639683.24,27,9,18,12,41,86.3,0.78,3017.3737735849054,0.3333333333333333,0.6666666666666666
2025-04-07,CC002,Максим Соколов #2,Продажи карт,Елена П.,213,35,517772.05,13,4,9,7,50,91.3,0.859,2430.8546948356807,0.3076923076923077,0.7777777777777778
2025-04-07,CC003,Алина Петрова #3,МСП,Анастасия К.,244,44,786741.04,9,2,7,4,44,84.9,0.769,3224.3485245901643,0.2222222222222222,0.5714285714285714
2025-04-07,CC004,Владислав Морозов #4,Ипотека,Денис С.,211,35,690193.35,16,4,12,8,35,85.8,0.768,3271.058530805687,0.25,0.6666666666666666
2025-04-07,CC005,София Кузнецова #5,Удержание,Роман М.,244,40,793258.28,14,5,9,5,43,88.1,0.781,3251.058524590164,0.35714285714285715,0.5555555555555556
2025-04-07,CC006,Юлия Иванова #6,Продажи карт,Елена П.,210,35,640641.18,21,6,15,11,47,88.2,0.834,3050.672285714286,0.2857142857142857,0.7333333333333333
2025-04-07,CC007,Никита Федоров #7,МСП,Анастасия К.,220,35,640258.37,20,5,15,9,52,86.4,0.779,2910.265318181818,0.25,0.6
2025-04-07,CC008,Артем Белов #8,Ипотека,Денис С.,280,45,639197.67,20,5,15,10,49,86.2,0.806,2282.8488214285717,0.25,0.6666666666666666
2025-04-07,CC009,Кристина Орлова #9,Удержание,Роман М.,222,35,662316.0,11,4,7,5,61,89.7,0.845,2983.4054054054054,0.36363636363636365,0.7142857142857143
2025-04-07,CC010,Денис Макаров #10,Продажи карт,Елена П.,230,38,833946.26,16,4,12,9,51,91.5,0.853,3625.853304347826,0.25,0.75
2025-04-07,CC011,Ирина Волкова #11,МСП,Анастасия К.,213,34,785089.58,16,5,11,8,52,88.2,0.766,3685.8665727699527,0.3125,0.7272727272727273
2025-04-07,CC012,Максим Соколов #12,Ипотека,Денис С.,228,35,646492.51,17,5,12,8,49,88.2,0.826,2835.4934649122806,0.29411764705882354,0.6666666666666666
2025-04-07,CC013,Алина Петрова #13,Удержание,Роман М.,220,34,543660.77,10,3,7,4,52,90.6,0.781,2471.1853181818183,0.3,0.5714285714285714
2025-04-07,CC014,Владислав Морозов #14,Продажи карт,Елена П.,248,41,691775.61,12,4,8,6,43,85.8,0.798,2789.4177822580646,0.3333333333333333,0.75
